date,department_id,department_name,occupied_beds,capacity_beds,utilization_rate
2025-03-20,4,Orthopedics,6,9,0.6667
2025-03-21,4,Orthopedics,6,9,0.6667
2025-03-22,4,Orthopedics,4,9,0.4444
2025-03-23,4,Orthopedics,5,9,0.5556
2025-03-24,4,Orthopedics,7,9,0.7778
2025-03-25,4,Orthopedics,8,9,0.8889
2025-03-26,4,Orthopedics,9,9,1.0
2025-03-27,4,Orthopedics,7,9,0.7778
2025-03-28,4,Orthopedics,5,9,0.5556
2025-03-29,4,Orthopedics,3,9,0.3333
2025-03-30,4,Orthopedics,3,9,0.3333
2025-03-31,4,Orthopedics,3,9,0.3333
2025-04-01,4,Orthopedics,2,9,0.2222
2025-04-02,4,Orthopedics,3,9,0.3333
2025-04-03,4,Orthopedics,2,9,0.2222
2025-04-04,4,Orthopedics,5,9,0.5556
2025-04-05,4,Orthopedics,4,9,0.4444
2025-04-06,4,Orthopedics,6,9,0.6667
2025-04-07,4,Orthopedics,6,9,0.6667
2025-04-08,4,Orthopedics,4,9,0.4444
2025-04-09,4,Orthopedics,7,9,0.7778
2025-04-10,4,Orthopedics,6,9,0.6667
2025-04-11,4,Orthopedics,6,9,0.6667
2025-04-12,4,Orthopedics,5,9,0.5556
2025-04-13,4,Orthopedics,6,9,0.6667
2025-04-14,4,Orthopedics,6,9,0.6667
2025-04-15,4,Orthopedics,5,9,0.5556
2025-04-16,4,Orthopedics,6,9,0.6667
2025-04-17,4,Orthopedics,4,9,0.4444
2025-04-18,4,Orthopedics,4,9,0.4444
2025-04-19,4,Orthopedics,6,9,0.6667
2025-04-20,4,Orthopedics,8,9,0.8889
2025-04-21,4,Orthopedics,7,9,0.7778
2025-04-22,4,Orthopedics,10,9,1.1111
2025-04-23,4,Orthopedics,8,9,0.8889
2025-04-24,4,Orthopedics,6,9,0.6667
2025-04-25,4,Orthopedics,5,9,0.5556
2025-04-26,4,Orthopedics,7,9,0.7778
2025-04-27,4,Orthopedics,5,9,0.5556
2025-04-28,4,Orthopedics,1,9,0.1111
2025-04-29,4,Orthopedics,1,9,0.1111
2025-04-30,4,Orthopedics,2,9,0.2222
2025-05-01,4,Orthopedics,4,9,0.4444
2025-05-02,4,Orthopedics,8,9,0.8889
2025-05-03,4,Orthopedics,7,9,0.7778
2025-05-04,4,Orthopedics,5,9,0.5556
2025-05-05,4,Orthopedics,7,9,0.7778
2025-05-06,4,Orthopedics,6,9,0.6667
2025-05-07,4,Orthopedics,6,9,0.6667
2025-05-08,4,Orthopedics,6,9,0.6667
2025-05-09,4,Orthopedics,4,9,0.4444
2025-05-10,4,Orthopedics,5,9,0.5556
2025-05-11,4,Orthopedics,7,9,0.7778
2025-05-12,4,Orthopedics,7,9,0.7778
2025-05-13,4,Orthopedics,8,9,0.8889
2025-05-14,4,Orthopedics,7,9,0.7778
2025-05-15,4,Orthopedics,7,9,0.7778
2025-05-16,4,Orthopedics,6,9,0.6667
2025-05-17,4,Orthopedics,5,9,0.5556
2025-05-18,4,Orthopedics,5,9,0.5556
2025-05-19,4,Orthopedics,5,9,0.5556
2025-05-20,4,Orthopedics,6,9,0.6667
2025-05-21,4,Orthopedics,9,9,1.0
2025-05-22,4,Orthopedics,10,9,1.1111
2025-05-23,4,Orthopedics,9,9,1.0
2025-05-24,4,Orthopedics,7,9,0.7778
2025-05-25,4,Orthopedics,7,9,0.7778
2025-05-26,4,Orthopedics,7,9,0.7778
2025-05-27,4,Orthopedics,6,9,0.6667
2025-05-28,4,Orthopedics,3,9,0.3333
2025-05-29,4,Orthopedics,3,9,0.3333
2025-05-30,4,Orthopedics,4,9,0.4444
2025-05-31,4,Orthopedics,4,9,0.4444
2025-06-01,4,Orthopedics,7,9,0.7778
2025-06-02,4,Orthopedics,8,9,0.8889
2025-06-03,4,Orthopedics,6,9,0.6667
2025-06-04,4,Orthopedics,7,9,0.7778
2025-06-05,4,Orthopedics,3,9,0.3333
2025-06-06,4,Orthopedics,4,9,0.4444
2025-06-07,4,Orthopedics,4,9,0.4444
2025-06-08,4,Orthopedics,4,9,0.4444
2025-06-09,4,Orthopedics,6,9,0.6667
2025-06-10,4,Orthopedics,5,9,0.5556
2025-06-11,4,Orthopedics,5,9,0.5556
2025-06-12,4,Orthopedics,7,9,0.7778
2025-06-13,4,Orthopedics,7,9,0.7778
2025-06-14,4,Orthopedics,8,9,0.8889
2025-06-15,4,Orthopedics,9,9,1.0
2025-06-16,4,Orthopedics,7,9,0.7778
2025-06-17,4,Orthopedics,9,9,1.0
2025-06-18,4,Orthopedics,12,9,1.3333
2025-06-19,4,Orthopedics,9,9,1.0
2025-06-20,4,Orthopedics,7,9,0.7778
2025-06-21,4,Orthopedics,9,9,1.0
2025-06-22,4,Orthopedics,5,9,0.5556
2025-06-23,4,Orthopedics,5,9,0.5556
2025-06-24,4,Orthopedics,6,9,0.6667
2025-06-25,4,Orthopedics,4,9,0.4444
2025-06-26,4,Orthopedics,5,9,0.5556
2025-06-27,4,Orthopedics,7,9,0.7778
2025-06-28,4,Orthopedics,7,9,0.7778
2025-06-29,4,Orthopedics,4,9,0.4444
2025-06-30,4,Orthopedics,6,9,0.6667
2025-07-01,4,Orthopedics,8,9,0.8889
2025-07-02,4,Orthopedics,8,9,0.8889
2025-07-03,4,Orthopedics,6,9,0.6667
2025-07-04,4,Orthopedics,6,9,0.6667
2025-07-05,4,Orthopedics,8,9,0.8889
2025-07-06,4,Orthopedics,8,9,0.8889
2025-07-07,4,Orthopedics,9,9,1.0
2025-07-08,4,Orthopedics,8,9,0.8889
2025-07-09,4,Orthopedics,7,9,0.7778
2025-07-10,4,Orthopedics,9,9,1.0
2025-07-11,4,Orthopedics,6,9,0.6667
2025-07-12,4,Orthopedics,6,9,0.6667
2025-07-13,4,Orthopedics,5,9,0.5556
2025-07-14,4,Orthopedics,4,9,0.4444
2025-07-15,4,Orthopedics,5,9,0.5556
2025-07-16,4,Orthopedics,3,9,0.3333
2025-07-17,4,Orthopedics,5,9,0.5556
2025-07-18,4,Orthopedics,5,9,0.5556
2025-07-19,4,Orthopedics,5,9,0.5556
2025-07-20,4,Orthopedics,6,9,0.6667
2025-07-21,4,Orthopedics,4,9,0.4444
2025-07-22,4,Orthopedics,3,9,0.3333
2025-07-23,4,Orthopedics,3,9,0.3333
2025-07-24,4,Orthopedics,3,9,0.3333
2025-07-25,4,Orthopedics,5,9,0.5556
2025-07-26,4,Orthopedics,6,9,0.6667
2025-07-27,4,Orthopedics,5,9,0.5556
2025-07-28,4,Orthopedics,4,9,0.4444
2025-07-29,4,Orthopedics,3,9,0.3333
2025-07-30,4,Orthopedics,3,9,0.3333
2025-07-31,4,Orthopedics,4,9,0.4444
2025-08-01,4,Orthopedics,5,9,0.5556
2025-08-02,4,Orthopedics,7,9,0.7778
2025-08-03,4,Orthopedics,7,9,0.7778
2025-08-04,4,Orthopedics,3,9,0.3333
2025-08-05,4,Orthopedics,3,9,0.3333
2025-08-06,4,Orthopedics,2,9,0.2222
2025-08-07,4,Orthopedics,3,9,0.3333
2025-08-08,4,Orthopedics,3,9,0.3333
2025-08-09,4,Orthopedics,7,9,0.7778
2025-08-10,4,Orthopedics,8,9,0.8889
2025-08-11,4,Orthopedics,6,9,0.6667
2025-08-12,4,Orthopedics,6,9,0.6667
2025-08-13,4,Orthopedics,8,9,0.8889
2025-08-14,4,Orthopedics,9,9,1.0
2025-08-15,4,Orthopedics,7,9,0.7778
2025-08-16,4,Orthopedics,5,9,0.5556
2025-08-17,4,Orthopedics,4,9,0.4444
2025-08-18,4,Orthopedics,3,9,0.3333
2025-08-19,4,Orthopedics,3,9,0.3333
2025-08-20,4,Orthopedics,2,9,0.2222
2025-08-21,4,Orthopedics,3,9,0.3333
2025-08-22,4,Orthopedics,4,9,0.4444
2025-08-23,4,Orthopedics,3,9,0.3333
2025-08-24,4,Orthopedics,4,9,0.4444
2025-08-25,4,Orthopedics,5,9,0.5556
2025-08-26,4,Orthopedics,5,9,0.5556
2025-08-27,4,Orthopedics,6,9,0.6667
2025-08-28,4,Orthopedics,7,9,0.7778
2025-08-29,4,Orthopedics,7,9,0.7778
2025-08-30,4,Orthopedics,6,9,0.6667
2025-08-31,4,Orthopedics,5,9,0.5556
2025-09-01,4,Orthopedics,6,9,0.6667
2025-09-02,4,Orthopedics,2,9,0.2222
2025-09-03,4,Orthopedics,2,9,0.2222
2025-09-04,4,Orthopedics,1,9,0.1111
2025-09-05,4,Orthopedics,1,9,0.1111
2025-09-06,4,Orthopedics,2,9,0.2222
2025-09-07,4,Orthopedics,3,9,0.3333
2025-09-08,4,Orthopedics,3,9,0.3333
2025-09-09,4,Orthopedics,3,9,0.3333
2025-09-10,4,Orthopedics,3,9,0.3333
2025-09-11,4,Orthopedics,4,9,0.4444
2025-09-12,4,Orthopedics,5,9,0.5556
2025-09-13,4,Orthopedics,8,9,0.8889
2025-09-14,4,Orthopedics,9,9,1.0
2025-09-15,4,Orthopedics,9,9,1.0
2025-09-16,4,Orthopedics,9,9,1.0
2025-09-17,4,Orthopedics,8,9,0.8889
2025-09-18,4,Orthopedics,9,9,1.0
2025-09-19,4,Orthopedics,8,9,0.8889
2025-09-20,4,Orthopedics,7,9,0.7778
2025-09-21,4,Orthopedics,7,9,0.7778
2025-09-22,4,Orthopedics,8,9,0.8889
2025-09-23,4,Orthopedics,10,9,1.1111
2025-09-24,4,Orthopedics,10,9,1.1111
2025-09-25,4,Orthopedics,7,9,0.7778
2025-09-26,4,Orthopedics,4,9,0.4444
2025-09-27,4,Orthopedics,2,9,0.2222
2025-09-28,4,Orthopedics,1,9,0.1111
2025-09-29,4,Orthopedics,2,9,0.2222
2025-09-30,4,Orthopedics,1,9,0.1111
2025-10-01,4,Orthopedics,3,9,0.3333
2025-10-02,4,Orthopedics,4,9,0.4444
2025-10-03,4,Orthopedics,5,9,0.5556
2025-10-04,4,Orthopedics,6,9,0.6667
2025-10-05,4,Orthopedics,5,9,0.5556
2025-10-06,4,Orthopedics,4,9,0.4444
2025-10-07,4,Orthopedics,4,9,0.4444
2025-10-08,4,Orthopedics,4,9,0.4444
2025-10-09,4,Orthopedics,4,9,0.4444
2025-10-10,4,Orthopedics,4,9,0.4444
2025-10-11,4,Orthopedics,3,9,0.3333
2025-10-12,4,Orthopedics,4,9,0.4444
2025-10-13,4,Orthopedics,4,9,0.4444
2025-10-14,4,Orthopedics,5,9,0.5556
2025-10-15,4,Orthopedics,8,9,0.8889
2025-10-16,4,Orthopedics,9,9,1.0
2025-10-17,4,Orthopedics,9,9,1.0
2025-10-18,4,Orthopedics,7,9,0.7778
2025-10-19,4,Orthopedics,5,9,0.5556
2025-10-20,4,Orthopedics,6,9,0.6667
2025-10-21,4,Orthopedics,5,9,0.5556
2025-10-22,4,Orthopedics,5,9,0.5556
2025-10-23,4,Orthopedics,8,9,0.8889
2025-10-24,4,Orthopedics,7,9,0.7778
2025-10-25,4,Orthopedics,6,9,0.6667
2025-10-26,4,Orthopedics,5,9,0.5556
2025-10-27,4,Orthopedics,4,9,0.4444
2025-10-28,4,Orthopedics,4,9,0.4444
2025-10-29,4,Orthopedics,4,9,0.4444
2025-10-30,4,Orthopedics,4,9,0.4444
2025-10-31,4,Orthopedics,5,9,0.5556
2025-11-01,4,Orthopedics,3,9,0.3333
2025-11-02,4,Orthopedics,4,9,0.4444
2025-11-03,4,Orthopedics,4,9,0.4444
2025-11-04,4,Orthopedics,2,9,0.2222
2025-11-05,4,Orthopedics,2,9,0.2222
2025-11-06,4,Orthopedics,2,9,0.2222
2025-11-07,4,Orthopedics,2,9,0.2222
2025-11-08,4,Orthopedics,4,9,0.4444
2025-11-09,4,Orthopedics,5,9,0.5556
2025-11-10,4,Orthopedics,7,9,0.7778
2025-11-11,4,Orthopedics,7,9,0.7778
2025-11-12,4,Orthopedics,10,9,1.1111
2025-11-13,4,Orthopedics,8,9,0.8889
2025-11-14,4,Orthopedics,7,9,0.7778
2025-11-15,4,Orthopedics,5,9,0.5556
2025-11-16,4,Orthopedics,6,9,0.6667
2025-11-17,4,Orthopedics,5,9,0.5556
2025-11-18,4,Orthopedics,4,9,0.4444
2025-11-19,4,Orthopedics,4,9,0.4444
2025-11-20,4,Orthopedics,5,9,0.5556
2025-11-21,4,Orthopedics,6,9,0.6667
2025-11-22,4,Orthopedics,5,9,0.5556
2025-11-23,4,Orthopedics,6,9,0.6667
2025-11-24,4,Orthopedics,7,9,0.7778
2025-11-25,4,Orthopedics,7,9,0.7778
2025-11-26,4,Orthopedics,9,9,1.0
2025-11-27,4,Orthopedics,9,9,1.0
2025-11-28,4,Orthopedics,8,9,0.8889
2025-11-29,4,Orthopedics,8,9,0.8889
2025-11-30,4,Orthopedics,7,9,0.7778
2025-12-01,4,Orthopedics,5,9,0.5556
2025-12-02,4,Orthopedics,5,9,0.5556
2025-12-03,4,Orthopedics,4,9,0.4444
2025-12-04,4,Orthopedics,3,9,0.3333
2025-12-05,4,Orthopedics,2,9,0.2222
2025-12-06,4,Orthopedics,2,9,0.2222
2025-12-07,4,Orthopedics,1,9,0.1111
2025-12-08,4,Orthopedics,3,9,0.3333
2025-12-09,4,Orthopedics,3,9,0.3333
2025-12-10,4,Orthopedics,5,9,0.5556
2025-12-11,4,Orthopedics,4,9,0.4444
2025-12-12,4,Orthopedics,5,9,0.5556
2025-12-13,4,Orthopedics,6,9,0.6667
2025-12-14,4,Orthopedics,5,9,0.5556
2025-12-15,4,Orthopedics,4,9,0.4444
2025-12-16,4,Orthopedics,4,9,0.4444
2025-12-17,4,Orthopedics,6,9,0.6667
2025-12-18,4,Orthopedics,3,9,0.3333
2025-12-19,4,Orthopedics,2,9,0.2222
2025-12-20,4,Orthopedics,3,9,0.3333
2025-12-21,4,Orthopedics,5,9,0.5556
2025-12-22,4,Orthopedics,7,9,0.7778
2025-12-23,4,Orthopedics,9,9,1.0
2025-12-24,4,Orthopedics,8,9,0.8889
2025-12-25,4,Orthopedics,8,9,0.8889
2025-12-26,4,Orthopedics,8,9,0.8889
2025-12-27,4,Orthopedics,7,9,0.7778
2025-12-28,4,Orthopedics,10,9,1.1111
2025-12-29,4,Orthopedics,12,9,1.3333
2025-12-30,4,Orthopedics,11,9,1.2222
2025-12-31,4,Orthopedics,7,9,0.7778
2026-01-01,4,Orthopedics,6,9,0.6667
2026-01-02,4,Orthopedics,5,9,0.5556
2026-01-03,4,Orthopedics,4,9,0.4444
2026-01-04,4,Orthopedics,4,9,0.4444
2026-01-05,4,Orthopedics,4,9,0.4444
2026-01-06,4,Orthopedics,5,9,0.5556
2026-01-07,4,Orthopedics,3,9,0.3333
2026-01-08,4,Orthopedics,4,9,0.4444
2026-01-09,4,Orthopedics,5,9,0.5556
2026-01-10,4,Orthopedics,9,9,1.0
2026-01-11,4,Orthopedics,8,9,0.8889
2026-01-12,4,Orthopedics,5,9,0.5556
2026-01-13,4,Orthopedics,4,9,0.4444
2026-01-14,4,Orthopedics,6,9,0.6667
2026-01-15,4,Orthopedics,2,9,0.2222
2026-01-16,4,Orthopedics,1,9,0.1111
2026-01-17,4,Orthopedics,3,9,0.3333
2026-01-18,4,Orthopedics,4,9,0.4444
2026-01-19,4,Orthopedics,3,9,0.3333
2026-01-20,4,Orthopedics,1,9,0.1111
2026-01-21,4,Orthopedics,1,9,0.1111
2026-01-22,4,Orthopedics,0,9,0.0
2026-01-23,4,Orthopedics,1,9,0.1111
2026-01-24,4,Orthopedics,2,9,0.2222
2026-01-25,4,Orthopedics,2,9,0.2222
2026-01-26,4,Orthopedics,2,9,0.2222
2026-01-27,4,Orthopedics,2,9,0.2222
2026-01-28,4,Orthopedics,1,9,0.1111
2026-01-29,4,Orthopedics,3,9,0.3333
2026-01-30,4,Orthopedics,3,9,0.3333
2026-01-31,4,Orthopedics,6,9,0.6667
2026-02-01,4,Orthopedics,8,9,0.8889
2026-02-02,4,Orthopedics,7,9,0.7778
2026-02-03,4,Orthopedics,7,9,0.7778
2026-02-04,4,Orthopedics,6,9,0.6667
2026-02-05,4,Orthopedics,6,9,0.6667
2026-02-06,4,Orthopedics,3,9,0.3333
2026-02-07,4,Orthopedics,4,9,0.4444
2026-02-08,4,Orthopedics,4,9,0.4444
2026-02-09,4,Orthopedics,4,9,0.4444
2026-02-10,4,Orthopedics,4,9,0.4444
2026-02-11,4,Orthopedics,5,9,0.5556
2026-02-12,4,Orthopedics,5,9,0.5556
2026-02-13,4,Orthopedics,3,9,0.3333
2026-02-14,4,Orthopedics,7,9,0.7778
2026-02-15,4,Orthopedics,5,9,0.5556
2026-02-16,4,Orthopedics,5,9,0.5556
2026-02-17,4,Orthopedics,6,9,0.6667
2026-02-18,4,Orthopedics,5,9,0.5556
2026-02-19,4,Orthopedics,7,9,0.7778
2026-02-20,4,Orthopedics,5,9,0.5556
2026-02-21,4,Orthopedics,4,9,0.4444
2026-02-22,4,Orthopedics,3,9,0.3333
2026-02-23,4,Orthopedics,4,9,0.4444
2026-02-24,4,Orthopedics,4,9,0.4444
2026-02-25,4,Orthopedics,3,9,0.3333
2026-02-26,4,Orthopedics,5,9,0.5556
2026-02-27,4,Orthopedics,4,9,0.4444
2026-02-28,4,Orthopedics,5,9,0.5556
2026-03-01,4,Orthopedics,6,9,0.6667
2026-03-02,4,Orthopedics,5,9,0.5556
2026-03-03,4,Orthopedics,4,9,0.4444
2026-03-04,4,Orthopedics,5,9,0.5556
2026-03-05,4,Orthopedics,7,9,0.7778
2026-03-06,4,Orthopedics,7,9,0.7778
2026-03-07,4,Orthopedics,7,9,0.7778
2026-03-08,4,Orthopedics,6,9,0.6667
2026-03-09,4,Orthopedics,5,9,0.5556
2026-03-10,4,Orthopedics,5,9,0.5556
2026-03-11,4,Orthopedics,6,9,0.6667
2026-03-12,4,Orthopedics,6,9,0.6667
2026-03-13,4,Orthopedics,10,9,1.1111
2026-03-14,4,Orthopedics,5,9,0.5556
2026-03-15,4,Orthopedics,6,9,0.6667
2026-03-16,4,Orthopedics,5,9,0.5556
2026-03-17,4,Orthopedics,3,9,0.3333
2026-03-18,4,Orthopedics,4,9,0.4444
2026-03-19,4,Orthopedics,3,9,0.3333
2026-03-20,4,Orthopedics,6,9,0.6667
2026-03-21,4,Orthopedics,5,9,0.5556
2026-03-22,4,Orthopedics,4,9,0.4444
2026-03-23,4,Orthopedics,7,9,0.7778
2026-03-24,4,Orthopedics,7,9,0.7778
2026-03-25,4,Orthopedics,6,9,0.6667
2026-03-26,4,Orthopedics,6,9,0.6667
2026-03-27,4,Orthopedics,5,9,0.5556
2026-03-28,4,Orthopedics,5,9,0.5556
2026-03-29,4,Orthopedics,5,9,0.5556
2026-03-30,4,Orthopedics,6,9,0.6667
2026-03-31,4,Orthopedics,5,9,0.5556
2026-04-01,4,Orthopedics,4,9,0.4444
2026-04-02,4,Orthopedics,2,9,0.2222
2026-04-03,4,Orthopedics,1,9,0.1111
2026-04-04,4,Orthopedics,2,9,0.2222
2026-04-05,4,Orthopedics,2,9,0.2222
2026-04-06,4,Orthopedics,2,9,0.2222
2026-04-07,4,Orthopedics,3,9,0.3333
2026-04-08,4,Orthopedics,3,9,0.3333
2026-04-09,4,Orthopedics,2,9,0.2222
2026-04-10,4,Orthopedics,2,9,0.2222
2026-04-11,4,Orthopedics,4,9,0.4444
2026-04-12,4,Orthopedics,5,9,0.5556
2026-04-13,4,Orthopedics,7,9,0.7778
2026-04-14,4,Orthopedics,9,9,1.0
2026-04-15,4,Orthopedics,9,9,1.0
2026-04-16,4,Orthopedics,8,9,0.8889
2026-04-17,4,Orthopedics,7,9,0.7778
2026-04-18,4,Orthopedics,5,9,0.5556
2026-04-19,4,Orthopedics,4,9,0.4444
2026-04-20,4,Orthopedics,3,9,0.3333
2026-04-21,4,Orthopedics,5,9,0.5556
2026-04-22,4,Orthopedics,5,9,0.5556
2026-04-23,4,Orthopedics,4,9,0.4444
2026-04-24,4,Orthopedics,5,9,0.5556
2026-04-25,4,Orthopedics,3,9,0.3333
2026-04-26,4,Orthopedics,3,9,0.3333
2026-04-27,4,Orthopedics,3,9,0.3333
2026-04-28,4,Orthopedics,3,9,0.3333
2026-04-29,4,Orthopedics,7,9,0.7778
2026-04-30,4,Orthopedics,7,9,0.7778
2026-05-01,4,Orthopedics,6,9,0.6667
2026-05-02,4,Orthopedics,6,9,0.6667
2026-05-03,4,Orthopedics,5,9,0.5556
2026-05-04,4,Orthopedics,4,9,0.4444
2026-05-05,4,Orthopedics,4,9,0.4444
2026-05-06,4,Orthopedics,4,9,0.4444
2026-05-07,4,Orthopedics,4,9,0.4444
2026-05-08,4,Orthopedics,6,9,0.6667
2026-05-09,4,Orthopedics,5,9,0.5556
2026-05-10,4,Orthopedics,5,9,0.5556
2026-05-11,4,Orthopedics,5,9,0.5556
2026-05-12,4,Orthopedics,6,9,0.6667
2026-05-13,4,Orthopedics,5,9,0.5556
2026-05-14,4,Orthopedics,4,9,0.4444
2026-05-15,4,Orthopedics,3,9,0.3333
2026-05-16,4,Orthopedics,3,9,0.3333
2026-05-17,4,Orthopedics,2,9,0.2222
2026-05-18,4,Orthopedics,2,9,0.2222
2026-05-19,4,Orthopedics,2,9,0.2222
2026-05-20,4,Orthopedics,2,9,0.2222
2026-05-21,4,Orthopedics,2,9,0.2222
2026-05-22,4,Orthopedics,1,9,0.1111
2026-05-23,4,Orthopedics,2,9,0.2222
2026-05-24,4,Orthopedics,3,9,0.3333
2026-05-25,4,Orthopedics,6,9,0.6667
2026-05-26,4,Orthopedics,5,9,0.5556
2026-05-27,4,Orthopedics,5,9,0.5556
2026-05-28,4,Orthopedics,6,9,0.6667
2026-05-29,4,Orthopedics,6,9,0.6667
2026-05-30,4,Orthopedics,9,9,1.0
2026-05-31,4,Orthopedics,9,9,1.0
2026-06-01,4,Orthopedics,7,9,0.7778
2026-06-02,4,Orthopedics,7,9,0.7778
2026-06-03,4,Orthopedics,8,9,0.8889
2026-06-04,4,Orthopedics,6,9,0.6667
2026-06-05,4,Orthopedics,4,9,0.4444
2026-06-06,4,Orthopedics,5,9,0.5556
2026-06-07,4,Orthopedics,5,9,0.5556
2026-06-08,4,Orthopedics,4,9,0.4444
2026-06-09,4,Orthopedics,3,9,0.3333
2026-06-10,4,Orthopedics,4,9,0.4444
2026-06-11,4,Orthopedics,6,9,0.6667
2026-06-12,4,Orthopedics,6,9,0.6667
2026-06-13,4,Orthopedics,7,9,0.7778
2026-06-14,4,Orthopedics,7,9,0.7778
2026-06-15,4,Orthopedics,7,9,0.7778
2026-06-16,4,Orthopedics,6,9,0.6667
2026-06-17,4,Orthopedics,5,9,0.5556
2026-06-18,4,Orthopedics,6,9,0.6667
2026-06-19,4,Orthopedics,8,9,0.8889
2026-06-20,4,Orthopedics,7,9,0.7778
2026-06-21,4,Orthopedics,8,9,0.8889
2026-06-22,4,Orthopedics,11,9,1.2222
2026-06-23,4,Orthopedics,9,9,1.0
2026-06-24,4,Orthopedics,7,9,0.7778
2026-06-25,4,Orthopedics,8,9,0.8889
2026-06-26,4,Orthopedics,8,9,0.8889
2026-06-27,4,Orthopedics,4,9,0.4444
2026-06-28,4,Orthopedics,4,9,0.4444
2026-06-29,4,Orthopedics,4,9,0.4444
2026-06-30,4,Orthopedics,5,9,0.5556
2026-07-01,4,Orthopedics,2,9,0.2222
2026-07-02,4,Orthopedics,3,9,0.3333
2026-07-03,4,Orthopedics,2,9,0.2222
2026-07-04,4,Orthopedics,2,9,0.2222
2026-07-05,4,Orthopedics,3,9,0.3333
2026-07-06,4,Orthopedics,5,9,0.5556
2026-07-07,4,Orthopedics,5,9,0.5556
2026-07-08,4,Orthopedics,5,9,0.5556
2026-07-09,4,Orthopedics,6,9,0.6667
2026-07-10,4,Orthopedics,6,9,0.6667
2026-07-11,4,Orthopedics,3,9,0.3333
2026-07-12,4,Orthopedics,2,9,0.2222
2026-07-13,4,Orthopedics,4,9,0.4444
2026-07-14,4,Orthopedics,5,9,0.5556
2026-07-15,4,Orthopedics,5,9,0.5556
2026-07-16,4,Orthopedics,6,9,0.6667
2026-07-17,4,Orthopedics,7,9,0.7778
2026-07-18,4,Orthopedics,9,9,1.0
2026-07-19,4,Orthopedics,10,9,1.1111
2026-07-20,4,Orthopedics,9,9,1.0
2026-07-21,4,Orthopedics,8,9,0.8889
2026-07-22,4,Orthopedics,7,9,0.7778
2026-07-23,4,Orthopedics,8,9,0.8889
2026-07-24,4,Orthopedics,9,9,1.0
2026-07-25,4,Orthopedics,10,9,1.1111
2026-07-26,4,Orthopedics,8,9,0.8889
2026-07-27,4,Orthopedics,10,9,1.1111
2026-07-28,4,Orthopedics,10,9,1.1111
2026-07-29,4,Orthopedics,9,9,1.0
2026-07-30,4,Orthopedics,7,9,0.7778
2026-07-31,4,Orthopedics,7,9,0.7778
2026-08-01,4,Orthopedics,8,9,0.8889
2026-08-02,4,Orthopedics,7,9,0.7778
2026-08-03,4,Orthopedics,4,9,0.4444
2026-08-04,4,Orthopedics,5,9,0.5556
2026-08-05,4,Orthopedics,5,9,0.5556
2026-08-06,4,Orthopedics,3,9,0.3333
2026-08-07,4,Orthopedics,4,9,0.4444
2026-08-08,4,Orthopedics,3,9,0.3333
2026-08-09,4,Orthopedics,5,9,0.5556
2026-08-10,4,Orthopedics,4,9,0.4444
2026-08-11,4,Orthopedics,4,9,0.4444
2026-08-12,4,Orthopedics,6,9,0.6667
2026-08-13,4,Orthopedics,6,9,0.6667
2026-08-14,4,Orthopedics,5,9,0.5556
2026-08-15,4,Orthopedics,4,9,0.4444
2026-08-16,4,Orthopedics,5,9,0.5556
2026-08-17,4,Orthopedics,6,9,0.6667
2026-08-18,4,Orthopedics,6,9,0.6667
2026-08-19,4,Orthopedics,8,9,0.8889
2026-08-20,4,Orthopedics,8,9,0.8889
2026-08-21,4,Orthopedics,6,9,0.6667
2026-08-22,4,Orthopedics,6,9,0.6667
2026-08-23,4,Orthopedics,5,9,0.5556
2026-08-24,4,Orthopedics,6,9,0.6667
2026-08-25,4,Orthopedics,3,9,0.3333
2026-08-26,4,Orthopedics,3,9,0.3333
2026-08-27,4,Orthopedics,6,9,0.6667
2026-08-28,4,Orthopedics,5,9,0.5556
2026-08-29,4,Orthopedics,4,9,0.4444
2026-08-30,4,Orthopedics,5,9,0.5556
2026-08-31,4,Orthopedics,5,9,0.5556
2024-01-01,5,Neurology,1,8,0.125
2024-01-02,5,Neurology,2,8,0.25
2024-01-03,5,Neurology,2,8,0.25
2024-01-04,5,Neurology,1,8,0.125
2024-01-05,5,Neurology,5,8,0.625
2024-01-06,5,Neurology,7,8,0.875
2024-01-07,5,Neurology,7,8,0.875
2024-01-08,5,Neurology,5,8,0.625
2024-01-09,5,Neurology,4,8,0.5
2024-01-10,5,Neurology,3,8,0.375
2024-01-11,5,Neurology,5,8,0.625
2024-01-12,5,Neurology,5,8,0.625
2024-01-13,5,Neurology,5,8,0.625
2024-01-14,5,Neurology,4,8,0.5
2024-01-15,5,Neurology,4,8,0.5
2024-01-16,5,Neurology,4,8,0.5
2024-01-17,5,Neurology,3,8,0.375
2024-01-18,5,Neurology,5,8,0.625
2024-01-19,5,Neurology,6,8,0.75
2024-01-20,5,Neurology,8,8,1.0
2024-01-21,5,Neurology,5,8,0.625
2024-01-22,5,Neurology,6,8,0.75
2024-01-23,5,Neurology,6,8,0.75
2024-01-24,5,Neurology,6,8,0.75
2024-01-25,5,Neurology,7,8,0.875
2024-01-26,5,Neurology,4,8,0.5
2024-01-27,5,Neurology,4,8,0.5
2024-01-28,5,Neurology,4,8,0.5
2024-01-29,5,Neurology,3,8,0.375
2024-01-30,5,Neurology,3,8,0.375
2024-01-31,5,Neurology,4,8,0.5
2024-02-01,5,Neurology,2,8,0.25
2024-02-02,5,Neurology,4,8,0.5
2024-02-03,5,Neurology,1,8,0.125
